a1445434260,122.26,122.46,122.01,122.43,9283
1,122.287,122.287,122.287,122.287,454
2,122.21,122.29,122.21,122.29,200
4,121.95,122.1499,121.95,122.1,1470
5,122.184,122.3,122.14,122.14,1300
6,122.0201,122.18,122.0201,122.176,3996
7,122.08,122.09,122.07,122.09,1200
8,122.16,122.17,122.06,122.06,1580
10,122.066,122.11,122.03,122.09,923
11,122.36,122.36,122.15,122.15,800
12,122.44,122.44,122.29,122.29,510
13,122.52,122.52,122.365,122.365,900
14,122.45,122.5835,122.45,122.4845,956
15,122.46,122.53,122.39,122.46,1900
16,122.37,122.46,122.37,122.46,376
18,122.37,122.37,122.26,122.2705,2300
19,122.375,122.43,122.36,122.36,1300
20,122.5042,122.51,122.419,122.419,2704
21,122.49,122.49,122.37,122.37,700
22,122.4445,122.4445,122.4445,122.4445,170
23,122.54,122.54,122.52,122.52,400
24,122.548,122.59,122.548,122.57,635
25,122.65,122.65,122.5624,122.5624,1122
26,122.67,122.67,122.55,122.62,1100
27,122.54,122.57,122.54,122.57,532
28,122.58,122.58,122.49,122.49,1824
29,122.57,122.67,122.57,122.63,711
30,122.48,122.57,122.45,122.57,1300
31,122.53,122.59,122.5,122.54,2489
32,122.61,122.64,122.48,122.48,1613
33,122.59,122.61,122.53,122.61,800
34,122.53,122.6,122.47,122.6,1000
35,122.52,122.58,122.472,122.5,1950
36,122.56,122.59,122.53,122.59,500
37,122.63,122.66,122.53,122.57,1941
38,122.54,122.58,122.54,122.58,300
39,122.56,122.56,122.521,122.53,305
40,122.66,122.67,122.61,122.61,700
41,122.65,122.65,122.637,122.637,200
42,122.57,122.6,122.57,122.5999,400
43,122.52,122.52,122.52,122.52,100
44,122.6,122.6,122.58,122.58,1000
45,122.5,122.56,122.5,122.56,1300
46,122.47,122.47,122.47,122.47,200
47,122.48,122.52,122.48,122.49,500
48,122.475,122.475,122.475,122.475,200
49,122.511,122.511,122.4812,122.4812,407
50,122.49,122.49,122.4,122.4,400
51,122.6,122.6,122.4824,122.4824,1850
53,122.6,122.6,122.55,122.55,600
54,122.53,122.57,122.53,122.53,1664
55,122.6,122.61,122.51,122.51,900
56,122.555,122.555,122.53,122.53,200
57,122.64,122.64,122.6,122.6,300
58,122.59,122.65,122.59,122.65,300
60,122.52,122.554,122.5,122.53,1300
61,122.55,122.55,122.54,122.54,200
62,122.52,122.52,122.52,122.52,100
63,122.593,122.593,122.593,122.593,1200
64,122.63,122.63,122.6,122.6,200
65,122.57,122.57,122.57,122.57,100
66,122.66,122.71,122.5453,122.5453,2063
67,122.65,122.73,122.65,122.71,1350
68,122.718,122.75,122.718,122.74,800
69,122.71,122.71,122.71,122.71,200
70,122.7404,122.77,122.72,122.72,500
71,122.72,122.78,122.72,122.76,400
72,122.875,122.875,122.75,122.83,362
74,122.85,122.85,122.79,122.8,1109
76,122.83,122.83,122.8261,122.8261,300
77,122.8452,122.87,122.82,122.82,800
78,122.92,122.92,122.844,122.88,400
79,122.89,122.94,122.87,122.92,600
80,122.85,122.884,122.85,122.884,1025
82,122.93,122.93,122.8594,122.8594,425
83,122.92,122.92,122.9196,122.92,400
84,122.84,122.89,122.84,122.89,500
85,122.95,122.95,122.85,122.85,1000
86,122.92,122.92,122.92,122.92,400
